,HMP ID,Organism Name,Domain,NCBI Superkingdom,HMP Isolation Body Site,Project Status,NCBI Submission Status,NCBI Project ID,Gene Count,IMG/HMP ID,Funding Source,Name Category,Name Details
2386,5275,Lactobacillus johnsonii 135-1-CHN,BACTERIAL,Bacteria,urogenital_tract,In Progress,4. sequence public on NCBI site,42545,0,0,NIH-NHGRI,Lactobacillus,johnsonii 135-1-CHN
2387,5505,Lactobacillus delbrueckii subsp. lactis DSM 20072,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,53001,2006,0,NIH-HMP Jumpstart Supplement,Lactobacillus,delbrueckii subsp. lactis DSM 20072
2388,5525,Leptotrichia hofstadii F0254,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,33151,2846,645951860,NIH-HMP Jumpstart Supplement,Leptotrichia,hofstadii F0254
2389,6123,Oribacterium sinus F0268,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,34635,2638,643886104,NIH-HMP Jumpstart Supplement,Oribacterium,sinus F0268
2390,6127,Oribacterium sp. oral taxon 078 str. F0262,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,33167,2947,647000286,NIH-NHGRI,Oribacterium,sp. oral taxon 078 str. F0262
2391,6485,Prevotella buccae ATCC 33574,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,51491,2896,649989986,NIH-HMP Jumpstart Supplement,Prevotella,buccae ATCC 33574
2392,6745,Prevotella sp. oral taxon 472 str. F0295,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,38731,3092,647000294,NIH-HMP Jumpstart Supplement,Prevotella,sp. oral taxon 472 str. F0295
2393,7215,Synergistetes bacterium W5455,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,34581,2756,647000302,NIH-HMP,Synergistetes,bacterium W5455
2394,7543,Selenomonas flueggei ATCC 43531,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,37273,2117,645058738,NIH-HMP Jumpstart Supplement,Selenomonas,flueggei ATCC 43531
2395,7545,Selenomonas noxia ATCC 43541,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,34641,2020,645951808,NIH-HMP Jumpstart Supplement,Selenomonas,noxia ATCC 43541
2396,8571,Streptococcus mitis ATCC 6249,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,50515,1793,648276734,NIH-HMP Jumpstart Supplement,Streptococcus,mitis ATCC 6249
2397,8573,Streptococcus sanguinis ATCC 29667,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,64743,2407,0,NIH-HMP Jumpstart Supplement,Streptococcus,sanguinis ATCC 29667
2398,8577,Streptococcus parasanguinis ATCC 903,BACTERIAL,Bacteria,airways,Complete,6. annotation (and sequence) public on NCBI site,53003,2080,649990009,NIH-HMP Jumpstart Supplement,Streptococcus,parasanguinis ATCC 903
2399,8578,Streptococcus sanguinis ATCC 49296,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53005,2013,649990014,NIH-HMP Jumpstart Supplement,Streptococcus,sanguinis ATCC 49296
2400,8579,Streptococcus oralis ATCC 35037,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,38733,1847,647000325,NIH-HMP Jumpstart Supplement,Streptococcus,oralis ATCC 35037
2401,9003,Bifidobacterium dentium JCVIHMP022,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,31395,2278,649989915,NIH-HMP Sequencing Center,Bifidobacterium,dentium JCVIHMP022
2402,9004,Actinomyces cardiffensis F0333,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53007,1983,0,NIH-HMP Sequencing Center,Actinomyces,cardiffensis F0333
2403,9005,Actinomyces sp. oral taxon 178 str. F0338,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53009,2524,649989903,NIH-HMP Jumpstart Supplement,Actinomyces,sp. oral taxon 178 str. F0338
2404,9006,Actinomyces sp. oral taxon 180 str. F0310,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53011,2070,649989904,NIH-HMP Sequencing Center,Actinomyces,sp. oral taxon 180 str. F0310
2405,9007,Bacteroides sp. 1_1_14,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,38765,4829,648861000,NIH-HMP Jumpstart Supplement,Bacteroides,sp. 1_1_14
2406,9008,Bacteroides sp. 20_3,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,38767,4957,648861001,NIH-HMP Jumpstart Supplement,Bacteroides,sp. 20_3
2407,9009,Bacteroides sp. 3_1_13,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,38769,5007,0,NIH-HMP Jumpstart Supplement,Bacteroides,sp. 3_1_13
2408,9010,Bacteroides sp. 3_1_23,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,38771,4983,648861003,NIH-HMP Jumpstart Supplement,Bacteroides,sp. 3_1_23
2409,9011,Bacteroides sp. 3_1_40A,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,38773,4564,649989913,NIH-HMP Jumpstart Supplement,Bacteroides,sp. 3_1_40A
2410,9012,Bacteroidetes sp. F0290,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53013,2108,0,NIH-HMP,Bacteroidetes,sp. F0290
2411,9013,Bulleidia extructa W1219,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,40673,1415,647000218,NIH-HMP Jumpstart Supplement,Bulleidia,extructa W1219
2412,9016,Neisseria sp. oral taxon 014 str. F0314,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,42547,2365,648861010,NIH-NHGRI,Neisseria,sp. oral taxon 014 str. F0314
2413,9017,Parascardovia denticolens F0305,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,42549,1550,647533193,NIH-NHGRI,Parascardovia,denticolens F0305
2414,9018,Prevotella amnii CRIS 21A-A,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,40671,2023,648276713,NIH-HMP Jumpstart Supplement,Prevotella,amnii CRIS 21A-A
2415,9019,Prevotella timonensis CRIS 5C-B1,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,40667,2202,647000295,NIH-HMP Jumpstart Supplement,Prevotella,timonensis CRIS 5C-B1
2416,9020,Scardovia inopinata F0304,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,41979,1482,647533207,NIH-NHGRI,Scardovia,inopinata F0304
2417,9021,Simonsiella muelleri ATCC 29453,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,41981,2275,647533210,NIH-NHGRI,Simonsiella,muelleri ATCC 29453
2418,9056,Actinomyces sp. oral taxon 170 str. F0386,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,48493,3042,651324005,NIH-HMP Sequencing Center,Actinomyces,sp. oral taxon 170 str. F0386
2419,9057,Actinomyces sp. oral taxon 171 str. F0337,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,43131,3149,649989902,NIH-HMP Sequencing Center,Actinomyces,sp. oral taxon 171 str. F0337
2420,9058,Actinomyces sp. oral taxon 175 str. F0384,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,61829,2643,2512047052,NIH-HMP Jumpstart Supplement,Actinomyces,sp. oral taxon 175 str. F0384
2421,9061,Actinomyces sp. Oral Taxon 181 str. F0379,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,80239,1747,0,NIH-HMP Sequencing Center,Actinomyces,sp. Oral Taxon 181 str. F0379
2422,9062,Actinomyces sp. oral taxon 448 str. F0400,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53017,2518,651324006,NIH-HMP,Actinomyces,sp. oral taxon 448 str. F0400
2423,9064,Aggregatibacter segnis ATCC 33393,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53019,1956,649989906,NIH-HMP,Aggregatibacter,segnis ATCC 33393
2424,9065,Aggregatibacter sp. oral taxon 458 W10330,BACTERIAL,NO KINGDOM,oral,Complete,6. annotation (and sequence) public on NCBI site,198875,2102,0,NIH-HMP,Aggregatibacter,sp. oral taxon 458 W10330
2425,9069,Atopobium sp. oral taxon 810 F0209,BACTERIAL,NO KINGDOM,oral,Complete,6. annotation (and sequence) public on NCBI site,198876,1914,0,NIH-HMP,Atopobium,sp. oral taxon 810 F0209
2426,9071,Capnocytophaga sp. oral taxon 338 str. F0234,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53023,2445,651324020,NIH-HMP,Capnocytophaga,sp. oral taxon 338 str. F0234
2427,9072,Capnocytophaga sp. oral taxon 324 str. F0483,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,80241,2547,0,NIH-HMP Sequencing Center,Capnocytophaga,sp. oral taxon 324 str. F0483
2428,9073,Capnocytophaga sp. oral taxon 326 str. F0382,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,67197,3232,0,NIH-HMP Sequencing Center,Capnocytophaga,sp. oral taxon 326 str. F0382
2429,9074,Capnocytophaga sp. oral taxon 329 str. F0087,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,43127,2525,651324019,NIH-HMP Sequencing Center,Capnocytophaga,sp. oral taxon 329 str. F0087
2430,9075,Capnocytophaga sp. oral taxon 332 str. F0381,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,80243,2706,0,NIH-HMP Sequencing Center,Capnocytophaga,sp. oral taxon 332 str. F0381
2431,9078,Capnocytophaga sp. oral taxon 380 str. F0488,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,80245,2469,0,NIH-HMP Sequencing Center,Capnocytophaga,sp. oral taxon 380 str. F0488
2432,9079,Capnocytophaga sp. oral taxon 412 str. F0487,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,170040,0,0,NIH-HMP,Capnocytophaga,sp. oral taxon 412 str. F0487
2433,9080,Cardiobacterium valvarum F0432,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,49689,3026,2513237308,NIH-HMP Sequencing Center,Cardiobacterium,valvarum F0432
2434,9081,Centipeda periodontii DSM 2778,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53025,2631,651324021,NIH-HMP,Centipeda,periodontii DSM 2778
2435,9083,Dialister micraerophilus DSM 19965,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,53029,1243,651324025,NIH-HMP,Dialister,micraerophilus DSM 19965
2436,9086,Enterobacter hormaechei ATCC 49162,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53031,4671,651324029,NIH-HMP,Enterobacter,hormaechei ATCC 49162
2437,9087,Enterococcus casseliflavus ATCC 12755,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53041,3548,651324030,NIH-HMP,Enterococcus,casseliflavus ATCC 12755
2438,9088,Enterococcus italicus DSM 15952,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53039,2405,649989943,NIH-HMP,Enterococcus,italicus DSM 15952
2439,9089,Eubacterium brachy ATCC 33089,BACTERIAL,NO KINGDOM,oral,Complete,6. annotation (and sequence) public on NCBI site,198877,1479,0,NIH-HMP,Eubacterium,brachy ATCC 33089
2440,9092,Eubacterium sulci ATCC 35585,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53047,1587,0,NIH-HMP,Eubacterium,sulci ATCC 35585
2441,9093,Fusobacterium sp. oral taxon 370 str. F0437,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,50399,2274,2513237336,NIH-HMP Sequencing Center,Fusobacterium,sp. oral taxon 370 str. F0437
2442,9094,Fusobacterium nucleatum subsp. animalis,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,64727,2777,0,NIH-HMP,Fusobacterium,nucleatum subsp. animalis
2443,9095,Haemophilus aegyptius ATCC 11116,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53049,2020,651324038,NIH-HMP,Haemophilus,aegyptius ATCC 11116
2444,9096,Haemophilus sp. oral taxon 851 str. F0397,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,48495,1809,2513237261,NIH-HMP Sequencing Center,Haemophilus,sp. oral taxon 851 str. F0397
2445,9098,Kingella denitrificans ATCC 33394,BACTERIAL,Bacteria,airways,Complete,6. annotation (and sequence) public on NCBI site,53051,2518,649989956,NIH-HMP,Kingella,denitrificans ATCC 33394
2446,9099,Lachnospiraceae bacterium oral taxon 082 str. F0431,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,50401,3119,2513237260,NIH-HMP Sequencing Center,Lachnospiraceae,bacterium oral taxon 082 str. F0431
2447,9102,Lactobacillus oris F0423,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,61831,2050,0,NIH-NIAID,Lactobacillus,oris F0423
2448,9103,Lactobacillus sp. oral taxon 418 str. F0439,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,49691,3183,2513237286,NIH-HMP Sequencing Center,Lactobacillus,sp. oral taxon 418 str. F0439
2449,9104,Lactobacillus sp. oral taxon 424 str. F0435,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,49693,3325,2513237347,NIH-HMP Sequencing Center,Lactobacillus,sp. oral taxon 424 str. F0435
2450,9108,Leptotrichia sp. oral taxon 225 str. F0581,BACTERIAL,NO KINGDOM,oral,Complete,6. annotation (and sequence) public on NCBI site,198878,2373,0,NIH-HMP,Leptotrichia,sp. oral taxon 225 str. F0581
2451,9120,Neisseria sp. oral taxon 020 str. F0370,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,80247,2886,0,NIH-HMP Sequencing Center,Neisseria,sp. oral taxon 020 str. F0370
2452,9121,Olsenella profusa DSM 13989,BACTERIAL,Bacteria,oral,In Progress,2. project has NCBI project id,64731,0,0,NIH-HMP,Olsenella,profusa DSM 13989
2453,9123,Neisseria bacilliformis ATCC BAA-1200,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53053,2966,651324074,NIH-HMP,Neisseria,bacilliformis ATCC BAA-1200
2454,9124,Oribacterium sp. oral taxon 108 str. F0425,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53571,2342,651324079,NIH-NIAID,Oribacterium,sp. oral taxon 108 str. F0425
2455,9126,Parvimonas sp. oral taxon 110 str. F0139,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,49295,1640,651324085,NIH-HMP Jumpstart Supplement,Parvimonas,sp. oral taxon 110 str. F0139
2456,9127,Parvimonas sp. oral taxon 393 str. F0440,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,61837,1617,2512047066,NIH-NIAID,Parvimonas,sp. oral taxon 393 str. F0440
2457,9129,Peptoniphilus indolicus ATCC 29427,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,64733,2269,2513237301,NIH-HMP,Peptoniphilus,indolicus ATCC 29427
2458,9130,Peptoniphilus sp. oral taxon 375 str. F0436,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,52051,2157,2512047067,NIH-NIAID,Peptoniphilus,sp. oral taxon 375 str. F0436
2459,9131,Peptoniphilus sp. oral taxon 836 str. F0141,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,49437,1649,648276711,NIH-HMP Jumpstart Supplement,Peptoniphilus,sp. oral taxon 836 str. F0141
2460,9135,Prevotella baroniae F0067,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,78601,2418,0,NIH-HMP,Prevotella,baroniae F0067
2461,9136,Prevotella dentalis DSM 3688,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,64735,2766,651324087,NIH-HMP,Prevotella,dentalis DSM 3688
2462,9137,Prevotella denticola F0289,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,49293,2386,650716073,NIH-HMP Jumpstart Supplement,Prevotella,denticola F0289
2463,9138,Prevotella histicola F0411,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,49883,2479,2513237391,NIH-HMP Sequencing Center,Prevotella,histicola F0411
2464,9140,Prevotella micans F0438,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,52087,2064,2513237310,NIH-HMP Sequencing Center,Prevotella,micans F0438
2465,9141,Prevotella multiformis DSM 16608,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53055,2884,649989987,NIH-HMP,Prevotella,multiformis DSM 16608
2466,9144,Prevotella pallens ATCC 700821,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,64739,2860,651324090,NIH-HMP,Prevotella,pallens ATCC 700821
2467,9145,Prevotella salivae F0493,BACTERIAL,NO KINGDOM,oral,Complete,6. annotation (and sequence) public on NCBI site,217512,2690,0,NIH-HMP,Prevotella,salivae F0493
2468,9148,Prevotella sp. F0091,BACTERIAL,NO KINGDOM,oral,Complete,6. annotation (and sequence) public on NCBI site,173942,2914,0,NIH-HMP,Prevotella,sp. F0091
2469,9151,Prevotella saccharolytica F0055,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,80251,2561,0,NIH-HMP Sequencing Center,Prevotella,saccharolytica F0055
2470,9153,Propionibacterium avidum ATCC 25577,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,64741,2376,2513237389,NIH-HMP,Propionibacterium,avidum ATCC 25577
2471,9154,Propionibacterium propionicum F0230a,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,49291,2938,0,NIH-HMP Jumpstart Supplement,Propionibacterium,propionicum F0230a
2472,9156,Scardovia wiggsiae F0424,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,49881,1243,0,NIH-HMP Sequencing Center,Scardovia,wiggsiae F0424
2473,9161,Selenomonas sp. F0473,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,64897,1886,0,NIH-HMP,Selenomonas,sp. F0473
2474,9162,Selenomonas sp. oral taxon 137 str. F0430,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,52055,2395,649989997,NIH-NIAID,Selenomonas,sp. oral taxon 137 str. F0430
2475,9163,Selenomonas sp. oral taxon 138 str. F0429,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,80253,2419,0,NIH-HMP Sequencing Center,Selenomonas,sp. oral taxon 138 str. F0429
2476,9166,Selenomonas sp. oral taxon 149 str. 67H29BP,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,50535,2407,648276723,NIH-HMP,Selenomonas,sp. oral taxon 149 str. 67H29BP
2477,9171,Streptococcus agalactiae ATCC 13813,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53057,2211,0,NIH-HMP,Streptococcus,agalactiae ATCC 13813
2478,9176,Streptococcus downei F0415,BACTERIAL,Error!!!,oral,Complete,6. annotation (and sequence) public on NCBI site,53567,2204,649990005,NIH-HMP Jumpstart Supplement,Streptococcus,downei F0415
2479,9177,Streptococcus intermedius F0413,BACTERIAL,Bacteria,unknown,Complete,6. annotation (and sequence) public on NCBI site,52089,1916,0,NIH-HMP,Streptococcus,intermedius F0413
2480,9178,Streptococcus mitis bv. 2 str. F0392,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,49439,1861,0,NIH-HMP Jumpstart Supplement,Streptococcus,mitis bv. 2 str. F0392
2481,9180,Streptococcus peroris ATCC 700780,BACTERIAL,Error!!!,oral,Complete,6. annotation (and sequence) public on NCBI site,53059,1638,649990011,NIH-HMP,Streptococcus,peroris ATCC 700780
2482,9182,Streptococcus sp. oral taxon 056 str. F0418,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,53569,1963,651324104,NIH-HMP Jumpstart Supplement,Streptococcus,sp. oral taxon 056 str. F0418
2483,9184,Streptococcus sp. oral taxon 058 str. F0407,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,50403,1876,2513237373,NIH-HMP Sequencing Center,Streptococcus,sp. oral taxon 058 str. F0407
2484,9186,Streptococcus sp. F0442,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,64901,2146,0,NIH-HMP,Streptococcus,sp. F0442
2485,9188,Streptococcus sp. F0441,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,64899,1900,0,NIH-HMP,Streptococcus,sp. F0441
2486,9189,Streptococcus sp. oral taxon 071 str. 73H25AP,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,50521,1924,648276748,NIH-HMP,Streptococcus,sp. oral taxon 071 str. 73H25AP
2487,9192,Streptococcus vestibularis F0396,BACTERIAL,Error!!!,oral,Complete,6. annotation (and sequence) public on NCBI site,53573,1979,649990017,NIH-NIAID,Streptococcus,vestibularis F0396
2488,9193,Treponema lecithinolyticum ATCC 700332,BACTERIAL,NO KINGDOM,oral,Complete,6. annotation (and sequence) public on NCBI site,198879,2175,0,NIH-HMP,Treponema,lecithinolyticum ATCC 700332
2489,9194,Treponema maltophilum ATCC 51939,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,169489,2287,0,NIH-HMP Sequencing Center,Treponema,maltophilum ATCC 51939
2490,9195,Treponema medium ATCC 700293,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,169490,2338,0,NIH-HMP Sequencing Center,Treponema,medium ATCC 700293
2491,9199,Veillonella sp. oral taxon 158 str. F0412,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,52053,2000,649990027,NIH-NIAID,Veillonella,sp. oral taxon 158 str. F0412
2492,9200,Veillonella sp. oral taxon 780 str. F0422,BACTERIAL,Bacteria,oral,Complete,6. annotation (and sequence) public on NCBI site,61835,1588,2512047076,NIH-NIAID,Veillonella,sp. oral taxon 780 str. F0422
2493,9205,Propionibacterium acnes SK182,BACTERIAL,Bacteria,skin,Complete,6. annotation (and sequence) public on NCBI site,40675,2338,0,NIH-HMP Jumpstart Supplement,Propionibacterium,acnes SK182
2494,9206,Propionibacterium acnes J139,BACTERIAL,Bacteria,skin,Complete,6. annotation (and sequence) public on NCBI site,40679,2364,647000296,NIH-HMP Jumpstart Supplement,Propionibacterium,acnes J139
2495,9207,Propionibacterium acnes J165,BACTERIAL,Bacteria,skin,Complete,6. annotation (and sequence) public on NCBI site,40681,2404,647000297,NIH-HMP Jumpstart Supplement,Propionibacterium,acnes J165
2496,9209,Lactobacillus gasseri 224-1,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,40683,2252,647000265,NIH-HMP Jumpstart Supplement,Lactobacillus,gasseri 224-1
2497,9210,Lactobacillus iners SPIN 1401G,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52029,1238,651324062,NIH-HMP,Lactobacillus,iners SPIN 1401G
2498,9211,Lactobacillus iners LactinV 01V1-a,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52033,1527,649989964,NIH-HMP,Lactobacillus,iners LactinV 01V1-a
2499,9212,Lactobacillus iners LactinV 03V1-b,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52035,1459,649989965,NIH-HMP,Lactobacillus,iners LactinV 03V1-b
2500,9213,Lactobacillus iners LactinV 09V1-c,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52037,1361,649989966,NIH-HMP,Lactobacillus,iners LactinV 09V1-c
2501,9214,Lactobacillus iners LactinV 11V1-d,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52039,1338,649989967,NIH-HMP,Lactobacillus,iners LactinV 11V1-d
2502,9215,Lactobacillus iners SPIN 2503V10-D,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52031,1273,649989968,NIH-HMP,Lactobacillus,iners SPIN 2503V10-D
2503,9216,Lactobacillus iners LEAF 2053A-b,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52041,1277,649989961,NIH-HMP,Lactobacillus,iners LEAF 2053A-b
2504,9217,Lactobacillus iners LEAF 2052A-d,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52043,1256,649989960,NIH-HMP,Lactobacillus,iners LEAF 2052A-d
2505,9218,Lactobacillus iners LEAF 2062A-h1,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52045,1265,649989962,NIH-HMP,Lactobacillus,iners LEAF 2062A-h1
2506,9219,Lactobacillus iners LEAF 3008A-a,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52047,1210,649989963,NIH-HMP,Lactobacillus,iners LEAF 3008A-a
2507,9220,Dialister microaerophilus UPII-345-E,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,59521,1310,649989928,NIH-HMP,Dialister,microaerophilus UPII-345-E
2508,9223,Lactobacillus iners ATCC 55195,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,53061,1144,649989959,NIH-HMP Sequencing Center,Lactobacillus,iners ATCC 55195
2509,9225,Peptoniphilus duerdenii ATCC BAA-1640,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,50529,1988,648276710,NIH-HMP Sequencing Center,Peptoniphilus,duerdenii ATCC BAA-1640
2510,9228,Bifidobacterium breve ACS-071-V-Sch8b,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,51077,1826,651053005,NIH-HMP Jumpstart Supplement,Bifidobacterium,breve ACS-071-V-Sch8b
2511,9231,Gardnerella vaginalis HMP9231,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,51067,1317,651053027,NIH-HMP Jumpstart Supplement,Gardnerella,vaginalis HMP9231
2512,9233,Actinobaculum massiliae ACS-171-V-Col2,BACTERIAL,Bacteria,urogenital_tract,Complete,6. annotation (and sequence) public on NCBI site,52091,1697,0,NIH-HMP Sequencing Center,Actinobaculum,massiliae ACS-171-V-Col2
2513,9234,Enterobacter cloacae subsp. cloacae NCTC 9394,BACTERIAL,Bacteria,gastrointestinal_tract,Complete,6. annotation (and sequence) public on NCBI site,45967,0,650377928,IHMC-MetaHIT,Enterobacter,cloacae subsp. cloacae NCTC 9394
